;ID;Date;Author;Comment;Quoted Author;Quoted Comment
;304;02.03.2016;jmarioneaux;“The main problem in any democracy is that crowd-pleasers are generally brainless swine who can go out on a stage & whup their supporters into an orgiastic frenzy—then go back to the office & sell every one of the poor people down the tube for a nickel apiece.” ― Hunter S. ThompsonPolitics today is not about Republicans and Democrats.Nor is it about healthcare, abortion, higher taxes, free college tuition, or any of the other buzzwords that have become campaign slogans for individuals who have mastered the art of telling Americans exactly what they want to hear.Politics today is about one thing and one thing only: maintaining the status quo between the Controllers (the politicians, the bureaucrats, and the corporate elite) and the Controlled (the taxpayers).Hillary will not save the nation. Nor will Bernie, Trump, Rubio, or Cruz.The only ones who can save the nation are “we the people,” and yet the American people remain eager to be persuaded that a new president in the White House can solve the problems that plague us.No matter who wins this next presidential election, you can rest assured that the new boss will be the same as the old boss, and we—the permanent underclass in America—will continue to be forced to march in lockstep with the police state in all matters, public and private. Perhaps the most troubling fact of all is this: we have handed over control of our government and our lives to faceless bureaucrats who view us as little more than cattle to be bred, branded, butchered, and sold for profit.If there is to be any hope of restoring our freedoms and reclaiming control over our government, it will rest not with the politicians but with the people themselves.When all is said and done, each American will have to decide for themselves whether they prefer dangerous freedom to peaceful slavery. One thing is for sure: the reassurance ritual of voting is not going to advance freedom one iota. Wake up Americans we are headed for modern day slavery. The sad fact is no one in this country cares anymore which is depressing.;;
;305;02.03.2016;Thorndike Pinkertan;I would probably blame Putin , instead of admitting that I created the biggest war since WW2 and created death in the millions , while still trying to justify that , Yes i think i would be horribly embrassed;;
;306;02.03.2016;Thorndike Pinkertan;If i was an American I would be horribly embarrassed by now;;
;307;02.03.2016;Thorndike Pinkertan;I think i would be embarrassed being an American , after all you stood for , and all you stand for now;;
;308;02.03.2016;Thorndike Pinkertan;I think Rt are doing some data work sorting out the rebels among the supporters , when they finish that normal broadcast will be resolved.;;
;309;02.03.2016;Winston Smith;As if it really mattered which of those cünts wins the nomination or the presidency;;
;310;02.03.2016;Thorndike Pinkertan;However Trump is not a solution to your problems;;
;311;02.03.2016;Thorndike Pinkertan;No silence , just Americans can think of nothing else to say , they have had a film star a peanut farmer and a psychopath , so what's next?;;
;312;02.03.2016;Frank Wolstencroft;"The political debates on TV are a farce, where selected candidates rarely talk about the real issues confronting the electorate, but indulge in trading insults and generally lying through their teeth about their intended policies. These debate shows are hosted by a privately owned company, who get to decide who is allowed to take part in the debates and choose the moderators, who pose softball questions often about peripheral divisive issues like gay marriage, abortion, gun control and immigration to take everyone's attention away from important things like the increasing concentration of wealth, the high unemployment rate of 23%, the export of jobs to China, the destruction of the middle class and the endless trillion dollar wars against ""terror"".";;
;313;02.03.2016;Thorndike Pinkertan;She probably won't on second thoughts;;
;314;02.03.2016;Thorndike Pinkertan;Well it's good , Hilary is less crazy than most and she might do good things;;
;315;02.03.2016;Thorndike Pinkertan;I think Hilary says to Bill , you blew it buster ages ago.;;
;316;02.03.2016;Thorndike Pinkertan;Are Bill and Hilary still doing it?;;
;317;02.03.2016;Steven Tyler;"Breaking news; Cruze and Bernie need to resign. They both bombed out tonight. They need to pack their stuff and get out...";;
;318;02.03.2016;Thorndike Pinkertan;Do you think her and Bill still have sexual relations?;;
;319;02.03.2016;Thorndike Pinkertan;would you do Hilary , given the chance?;Kim Jong Illin;Funny thing is in the US and Europe it's a big deal. Other places people know they are being watch but really dont care. more...
;320;02.03.2016;Kim Jong Illin;Funny thing is in the US and Europe it's a big deal. Other places people know they are being watch but really dont care.;;
;321;02.03.2016;Thorndike Pinkertan;I would do , Hilary , given the chance;;
;322;02.03.2016;Thorndike Pinkertan;Would anyone do Hilary here , given the chance?;;
;323;02.03.2016;Kim Jong Illin;Check the poll numbers state by state. They are flocking to her in droves.;;
;324;02.03.2016;Thorndike Pinkertan;The Dynasty you guys like that  right , the Dynasty of the Clinton's , makes you feel safe.;;
;325;02.03.2016;Thorndike Pinkertan;I hope Hilary gets it , she seems the sanest in a country of lunatics, you guys need mothering and a woman like that is certainly a Mother;;
;326;02.03.2016;Kim Jong Illin;Why not? He epitomizes what americans think. Not what we are told to think. The people who think donald trump is a facist are tge same people who are surprised at the increasing race issue in the US.FYI racism never went away and equality of races never happened. We were just forced into it by laws created to make it happen. To think US racism went away is as dumb as thinking European facism ever went away.;;
;327;02.03.2016;Thorndike Pinkertan;If you vote for lunatics you have only yourself to blame;;
;328;02.03.2016;Thorndike Pinkertan;If trump is elected then my fiend Putin will Nuke you , because he is afraid Trump will nuke him instead;;
;329;02.03.2016;Kim Jong Illin;Women. That's what. If women didn't feel like having a girl power moment Hilary wouldn't be leading. Even women who know the truth about her are still voting for her.Stupid women should have backed Carly Fiorina. She was a much better female option than Hilary but did they realize that? No. Cause that would involve research.;realbrush;It is quite amazing how even one single individiual can even consider voting for Hillary.Even Satan denounce her for her evil deeds.In USA however millions upon millions choose this harridan. more...
https://www.rt.com/usa/334057-super-tuesday-election-campaigns/;;;;;;
;330;02.03.2016;Steven Tyler;"I think the folks at RT are just reacting to some of the outlandish things that Trump has said and just jumping on the bash Trump bandwagon. But really most of the stuff Trump is saying is the same stuff the rest of us are screaming at our television sets at night in frustration. And that is Trumps appeal, he speaks his mind good or bad you always know what he's thinking. And that makes him dangerous, but you will see as we get towards November Trump will settle down. He is a brilliant businessman and employs many thousands of ethnics. A good qualification question for a presidential candidate should be ""so have you ever successfully built an empire?"" Only Trump can answer yes!";;
;331;02.03.2016;Dan Foster;I mostly agree but if they thought Trump could be controlled then they wouldn't be this threatened by the possibility that he will win.;;
;332;01.03.2016;Tesseney Aligidir;I could have not said it better.;;
;333;01.03.2016;Enrique Ferro;"Clinton: ...from the bottom of my heart..."" What heart?";;
;334;01.03.2016;Tesseney Aligidir;I don't even bother with these fakes and time consuming elections , the super rich which are mostly Big bankers that run the  Wall street have chosen Hilary Clinton over two years ago. So all that stuff is a drama.;;
;335;01.03.2016;Nikos Yiasou;How sad...but true.;;
;336;01.03.2016;Jerome Jerome;Just imagine knowing your political party (let's say the Democratic Party) has got the political internal Democratic Party electoral process all sewn up for Hillary Rotten Clinton candidate.And the Corporate corrupt White House calls that democracy & freedom.;;
;337;01.03.2016;john D;"You dont have to try really hard to try and ""Bash""  trump, that is apart of his strategy  for getting votes from the 50%+  in us population of ignorant imbeciles idiots like yourself";;
;338;01.03.2016;Lobo jo;Powerful Jewish groups have come out against Donald Trump!      Ask yourself who owns the USA mainstream media and who owns RT and you may have the answer.;;
;339;01.03.2016;Lobo jo;"If Donald Trump gets the Republican nomination he will suck most of the White voters out of the Democratic party.    ;-)";;
;340;01.03.2016;Dan Foster;Trump is the only candidate who is NOT advocating military confrontation with Russia and will not take sides in the Israeli-Palestinian conflict. He has my vote.;;
;341;01.03.2016;Derek Maher;Not a great choice for the US electorate although Trump does not have a history of supporting the many recent and on going wars that most of the other candidates have cheered for.;;
;342;01.03.2016;Nonyank S;This entire electoral process is a very bad reality show with the main cast of characters having a combined I.Q in the single digits, but the people need to know, this entire dumb show is for their benefit and entertainment because their vote means nothing, because if you could change something with a simple vote....the government would outlaw it!The game is rigged, this entire process is a farce.One footnote, Watch Donalt Trump when he speaks how he keeps raising his finger when he talks, there was another politician did the same thing and spewed the same hate, his name was ADOLF HITLER!;;
;343;01.03.2016;Emmanuel Goldstein;Then the claims that Putin dictates RT coverage is proven a lie, because RT loves bashing Trump, even making up lies to do so.;;
;344;01.03.2016;Emmanuel Goldstein;The U.S. doesn't exist anyway, not the way they claim.  It's a despotism masquerading as a Republic.;;
;345;01.03.2016;Emmanuel Goldstein;RT is doing a good job bashing Trump too.  Have you considered why that is?;Steven Tyler;I truly believe that the reason there is so much fear of Trump and the maniac coverage by all the American mainstream media is that the gangsters controlling the country fear that Trump will not heed their orders. Yes Trump's outlandish personality and his arrogance and the fact that he owes nothing to these criminals makes it absolutely imperative that if America is to be saved rescued from these demons we need him. I also believe that he will need more than Secret Service to protect him. Like maybe a whole mechanized infantry division. more...
;346;01.03.2016;Steven Tyler;I truly believe that the reason there is so much fear of Trump and the maniac coverage by all the American mainstream media is that the gangsters controlling the country fear that Trump will not heed their orders. Yes Trump's outlandish personality and his arrogance and the fact that he owes nothing to these criminals makes it absolutely imperative that if America is to be saved rescued from these demons we need him. I also believe that he will need more than Secret Service to protect him. Like maybe a whole mechanized infantry division.;;
;347;01.03.2016;Steven Tyler;The United States has been taken over by gangsters long ago. These criminals order the destruction of countries that don't have the military means to fight back with massive bombing campaigns and then before the fires are put out these gangsters behind the curtain are awarding massive contracts to their friends to rebuild infrastructure, roads, schools, hospitals and bridges to nowhere in these countries. This organized crime must be stopped, but how? They have nuclear teeth through total control of the Pentagon.;;
;348;01.03.2016;ann ken;I dont care who win's there all the same Corrupt;;
;349;01.03.2016;Steven Tyler;If Trump wins the popular vote but yet looses the election due to the rigged Supper Delegate system the way Bush was brought into office in 2000 election America is finished. I an not an advocate for violence, on the contrary I would encourage US military personal to throw down their weapons and just walk away and just let the system implode from its own weight.;;
;350;01.03.2016;justice then peace;"and ""poof""goodbye the USA.";;
;351;01.03.2016;d mtz;"""President Trump"" ,come November 8, 2016";;
;352;01.03.2016;Camel Dung;Trump will win because Mr Putin said so.;;
;353;01.03.2016;Camel Dung;USA is a circus tent. That explains the circus flag.;;
;354;01.03.2016;Lynn Cissell;It's all tricks by the media. They faded out his ear piece volume so he couldn't hear then attacked him! He disavowed David in 2000 and 3 days ago;;
;355;01.03.2016;Lynn Cissell;Vote for Trump!!! vote for Trump or don't vote!!!!;;
;356;01.03.2016;brokenbc;Trump is no racist. He will smash super Tuesday. Trump 2016!!!;;
https://www.rt.com/usa/334047-super-tuesday-primaries-primer/;;;;;;
;357;01.03.2016;jim lou;"""Emmett9 hours agoThere is only one thing to know about US presidential election and that is that is is RIGGED. The naive voters are just props so the corrupt US shadow government can claim there is democracy in the US.""If what you are saying is true then why would Obama have ever beat Hilary in 2008.";Emmett;There is only one thing to know about US presidential election and that is that is is RIGGED. The naive voters are just props so the corrupt US shadow government can claim there is democracy in the US. more...
;358;01.03.2016;Roman Soiko;Americans, stop eating your GMO burgers and go vote for Bernie Sanders!;;
;359;01.03.2016;Roman Soiko;I'm sorry for dumb Americans, another circus this year with Clinton vs. Trump.;;
;360;01.03.2016;evolvingearth;Super Tuesday, where ignorant Americans Voters get Super Duped for the idiots they are.;;
;361;01.03.2016;nigel fakename;the usual cast of republicans and demicrats? you mean coke and pepsi! that's what ralph nader called these parties;;
;362;01.03.2016;d mtz;The world is waiting for US President Trump come November 8, 2016;;
;363;01.03.2016;d mtz;Hillary is so incompetent as leader -just remember Benghazi,libya;;
;364;01.03.2016;d mtz;what the world needs now is Putin and Trump teaming up, Hillary is just one of the worst sec of state of america.;;
;365;01.03.2016;Robert Briner;Nice way to talk about the next president.  She is in, vs. who?  She wins vs. any idiot the republicans nominate.  US voting public, are assured though, that they will have another idiot for president.;turexD;I don't why but Clinton seems to me be abhorring, all the time I see her face I got disgusted. When she talk and when she expressing her views I am disgusted. Lot of people around the planet have very same feelings concerning her. If she would be US president wouldn't be US hated like never before in the history ? She is simply personification of  all what people worldwide hate on US. Disgusting she is. more...
;366;01.03.2016;turexD;I don't why but Clinton seems to me be abhorring, all the time I see her face I got disgusted. When she talk and when she expressing her views I am disgusted. Lot of people around the planet have very same feelings concerning her. If she would be US president wouldn't be US hated like never before in the history ? She is simply personification of  all what people worldwide hate on US. Disgusting she is.;;
;367;01.03.2016;Boe Zone;There's a new sheriff in town.;;
;368;01.03.2016;darkmountainman23;TRUMP-2016  America needs its own Putin and Trump is the guy.;;
;369;01.03.2016;Fractal Floridian-Communist Hassan;If you don't vote for Sanders, you're voting for fascism, poverty, racism, sexism, and elitism.;;
;370;01.03.2016;Fractal Floridian-Communist Hassan;"""Democracy"" US is fascist/elitist. It's garbage. Superdelegates make the system so corrupt. Our vote hardly matters. But it matters enough to sway some things. It just doesn't matter as much as people think it does.";;
;371;01.03.2016;YuriVIvanovich;This system seems to be setup that the peoples vote really doesn't matter.;;
;372;01.03.2016;Emmett;There is only one thing to know about US presidential election and that is that is is RIGGED. The naive voters are just props so the corrupt US shadow government can claim there is democracy in the US.;;
;373;01.03.2016;Lynn Cissell;A vote for anyone but Trump is a vote for Clinton at this point. So vote for Trump or don't vote.;;
;374;01.03.2016;Edward .Wisniewski;As we all know, polling has always been historically inaccurate, and even more so on such a big day as Super Tuesday.;;
https://www.rt.com/usa/334005-bernie-sanders-live-winona-laduke/;;;;;;
;375;29.02.2016;John W;Go Bernie!;;
https://www.rt.com/usa/333878-florida-cruz-zodiac-poll/;;;;;;
;376;29.02.2016;Fractal Floridian-Communist Hassan;"Everyone in the Bernie Sanders Dank Meme Stash is laughing about how the media is taking this so seriously. Everyone says that they're sure Ted Cruz is the Zodiac Killer because it's a meme that started on the BSDMS that got so popular, the media started thinking that people ACTUALLY believe that he's the Zodiac Killer. Once again, the media is completely ignorant to how memes work. I'm just surprised that it's gotten so popular that 10% of the population is aware of the meme. Think about the meme like the ""Half Life 3 confirmed"" and ""Illuminati confirmed"" memes. I can assure you that nobody ACTUALLY believes that Ted Cruz is the Zodiac Killer. We in the BSDMS are trying to make the meme so popular that Ted Cruz is forced to bring it up during one of his speeches, simply because it'd be HILARIOUS. As a Floridian myself I can tell you that the evidence is SO OBVIOUS that Ted Cruz is the Zodiac Killer!     Also Half Life 3 confuuurmed :DThe media is more sheeplike than they believe the people to be. Seriously. IT'S A MEME. NOBODY BELIEVES THIS.";;
;377;29.02.2016;Jacques Jacobs;Did we need more proof that Florida was ignorant and uneducated?;;
;378;29.02.2016;Tommy Jensen;A Swedish philosopher once said the majority is never right. Ted Cruz is the Zodiaz killer and you know it!;;
;379;29.02.2016;David Ol;test;;
;380;28.02.2016;Justin;Florida voters asked in poll if Ted Cruz is the Zodiac Killer - 10 percent say ‘yes’ - that is cute.95% chance I will have to take care of myself tonight... ha ha ha haYou know you are a fool if you don't think I know realities.;;
;381;28.02.2016;Jens Erik Bech;He is actually worse! He just now have vetoed the governments suggestion to help and pay getting fresh water to Flint, where the water is not only polluted, but poisonous! Why?? He hasn't told anybody!;;
https://www.rt.com/usa/333854-clinton-south-carolina-primary/;;;;;;
;382;29.02.2016;Ravi Mishra;Unless proven by court both are innocent civilians, enjoying freedom buddy?;;
;383;29.02.2016;Rick Frank;Senator Bernie Sanders is the only viable candidate. He is of and for the People. Senator Bernie is the only candidate in either party who is not in the pockets of the billionaire/corporate puppet masters. This election is not about lib. vs conserv. or democrat vs repub. it is about getting our country back for the people. Right wing, left wing......All the same bird.......ie TPP;;
;384;29.02.2016;Roman Soiko;Much love to all candidates. I hope the human one will win.;;
;385;29.02.2016;Emmett;The public and shadow US governments are the Mafia so the candidates running to be the acting president have been sanctioned by the Mafia.;;
;386;29.02.2016;Jerome Jerome;Has the Mafia put forward any candidates?;Cliff Roesli;I wish those sheeple lots of luck for voting for whom ever they deem is fit enough to rule their country. The sheeple forget that it would take 100 years to reverse the current US dept and other problems .. the only way they want to save the US is with a so-called full-reset - war, chaos, and more propaganda hoping to bring down the entire planete . more...
;387;29.02.2016;Cliff Roesli;I wish those sheeple lots of luck for voting for whom ever they deem is fit enough to rule their country. The sheeple forget that it would take 100 years to reverse the current US dept and other problems .. the only way they want to save the US is with a so-called full-reset - war, chaos, and more propaganda hoping to bring down the entire planete .;;
;388;29.02.2016;Vince Vega;Donald is a criminal. Hillary is a career criminal. Funny days ahead. Poor US.;;
;389;29.02.2016;Red Tick Alert;Sad days - people need to wake up and rather quickly in my view;;
;390;29.02.2016;Hans Kammler;Hmm, blacks voting for Hildebeast and not the old Jew who promises them a free ride and free everything? Something weird is going on for sure;;
;391;29.02.2016;YuriVIvanovich;Hillary, the old Hippie has nothing in common with the Modern Millennials.;;
;392;29.02.2016;Emmett;Hillary is the perfect puppet president for the puppet masters because she has so many skeletons in her closet she can be easily blackmailed to do anything.The puppet masters control the legal system in the US and if Hillary doesn't do as ordered, they'll make sure she ends up in prison where she belongs.There is not an honest or decent bone in Hillary's body.;;
;393;29.02.2016;Armand Robotson;"The future is now; the demographic  structure has ended the whites domination over the presidency every future president from now on will either be Hispanic, African or a legally blonde female as the bees colors black over yellow no more White House I suggest they rename it the Blonde House";;
;394;29.02.2016;Just A Person;I look at that picture and think....all those stupid brain dead people.;;
;395;29.02.2016;Ed Foster;Agent double? The real Hillary Clinton had a stroke.;;
;396;28.02.2016;Enrique Ferro;I'd like RT to publish a manual of what compels it to freeze comments, even when they just analytic and use no nasty words. It is a mystery, and I'm tired of typing for nothing.;;
;397;28.02.2016;Ian k;Ha ah She is laughing at you, humanity can so easily be herded like sheep, all believing that if she gets in power she will solve everything, wake up people no political leader is there for the people, they all bow down to the global elite, who control them, you will find more of your freedom taken away.;;
;398;28.02.2016;Tikva77;"As European outsider who had chance to observe this election process through media I am amazed about amount of time that all party establishment and media spent attacking one man. Berny Sanders and Marko Rubio, CNN or FOX saunds exectly same. Seems like USA is ruled by one party. and only issue that country has is Donald Trump. No man is that evil as they portrait him. He is racist, not nice, liberal or nazi (depending who is criticize him), protectionist etc. He must be doing something right if Elite and establishment is against him. All senators, lobbyist, politicians are lined against him. Can it be true that Trump is really supported by ""silent majority"" because he is still winning and he is winning big. With media and everybody LOUD against him he is winning and that's miracle and mystery for us Europeans. Hopefully Europe population will wake up from our dream and find way to vote for independent candidates, against those conservative/socialist one party France has.";;
;399;28.02.2016;Kyle Lagino;"Well it is fact that Hillary is a ""Les-nado"".";;
;400;28.02.2016;Kyle Lagino;South Carolina has always had one of the highest percentages of blacks in the country. Hillary won 70% of the black vote and only 10% of the white vote. She promised more free things for blacks and said she would go after white police. She said everything she could to get the black vote catering to the welfare crowd. It is totally meaningless in that South Carolina has always voted Republican and Hillary will not win SC if she does get the nomination. Let's see how well Hillary does when in states where there are few blacks before we declare her President, OK?;;
;401;28.02.2016;Emmett;Many don't get to vote... ask Jeb Bush who purged tens of thousands of eligible Black voters from the Florida voter roll when his brother was running for president. George W. Bush served two terms as president without winning either election.And what good does it do to vote when the Diebold electronic vote counting machines are rigged?;;
;402;28.02.2016;God Observers;HUMANS are responsible for supporting these DEMONS !;;
;403;28.02.2016;Erik C Johnson;Oh good, the two front runners are both corrupt.  You go boy............;john D;dumbie, you dont think trump is old and corrupt? hes admitted to using the advantage of the file for bankruptcy just to rip off tax payers and save him self and his business its own costs. Sad the extremes left and right the nation will turn to with the growing political instability, which wont be fixed by polar politicians more...
;404;28.02.2016;Nonyank S;If ever there was a definition of pure EVIL...Clinton is it!;;
;405;28.02.2016;Steve Grant;2015 was the first year out of the last 25 that China has had less than 7% growth.......7% growth is unheard of in America.;john D;Our nation will never have economic  growth any more like china or any emerging economies because of our extremely stimulated debt situation which conveniently no candidate has touched on what they will do to control or fix this debt more...
;406;28.02.2016;john D;Our nation will never have economic  growth any more like china or any emerging economies because of our extremely stimulated debt situation which conveniently no candidate has touched on what they will do to control or fix this debt;;
;407;28.02.2016;Steve Grant;But due to the nomination process......no American will be given the opportunity to even cast a vote for Bernie.;;
;408;28.02.2016;Anton Emilit;It's America, the general public would vote for Kardeshian if she was running.;;
;409;28.02.2016;john D;dumbie, you dont think trump is old and corrupt? hes admitted to using the advantage of the file for bankruptcy  just to rip off tax payers and save him self and his business its own costs. Sad the extremes left and right the nation will turn to with the growing political instability, which wont be fixed by polar politicians;;
;410;28.02.2016;Anton Emilit;Media Slиt;;
;411;28.02.2016;Peter Belesky;at least they get to vote!!!!!;;
;412;28.02.2016;Erik C Johnson;Clinton cannot defeat Trump (old and corrupt vs. new and risky).  But Bernie can.;;
;413;28.02.2016;God Observers;AMERICA was founded under GOD but is in the hands of the DEVIL now, we are accounting  HUMANS responsible for allowing this to happen.;;
;414;28.02.2016;God Observers;She is one of the many DEVIL's executioners of this EVIL NEW WORLD ORDER and followers who are giving  obedience to him to END HUMANITY.;;
;415;28.02.2016;Steve Grant;What thought process is leading people to support this.....woman???   OMG!;;
;416;28.02.2016;thebiggerpicture;the H>>>>> of babylon taking the lead we are doomed oh sry we have Russia;;
;417;28.02.2016;Bob Kobito;"Can't believe how STUPID Democrats are in thinking that ""KILLARY"" is so great???  They have to know that she should be in JAIL for over 1,300 Classified Emails exposing our National Security!!!   The only Pant Suits good enough for KILLARY are the Black & White Stripes of a Prison Outfit!";;
;418;28.02.2016;Azzillio;Wow must be at least 50 people standing behind her. And that evil grin is so warming to the heart...;;
;419;28.02.2016;ursulariches;If the US get nuked with Killary in, it seems they will have voted for it.;;
;420;28.02.2016;Emmett;"At this point as the Benghazi butcher asked, ""what does it matter?"" The masses of Americans are asleep at the wheel and the car is headed for a cliff.Obama can stay or go but the policies of the US will remain the same because the ruling power (unelected US shadow government) remains in power regardless of if a democrat or republican is 'elected' and both parties answer to the US shadow government.Bush and Obama politically appeared to be like oil and water yet their foreign policy is one and the same; Obama picked up where Bush left off and the next US puppet president will do the same.";;
;421;28.02.2016;Just A Person;"""It's not who you vote for.  It's who counts the votes."" - Josef Stalin / Hillary Clinton";;
;422;28.02.2016;brian scrocca;The Govt will collapse not the People. Always has. Always will. The Chinese people are still in China.;Gordon DeBaker;It is now abundantly clear that the next US president will be chosen on the basis of racial bias, just as it has been since 2008.That is a measure of how pathetically focused on race this nation has become to the exclusion of all other considerations.And we will continue to slide downwards economically as a result of it. more...
;423;28.02.2016;brian scrocca;Regardless Seb the Govt is bankrupt and will collapse. There is no solution to a $200Trillion Debt problem.;seb o;Do you really think these are free and honest elections? If Killary uses her superdelegates to win the nominee, do you really believe they dont have a plan for beating Trump? more...
;424;28.02.2016;brian scrocca;Emmet,indeed my friend. Sometimes I wonder if it is best to just vote for the dope that will collapse the Govt the quickest. The fear there is that Govts become very Draconian to stay in power. Confiscating money. See Commodus the Rome Emperor.;Emmett;The sheeples have spoken or either the notoriously rigged Diebold voting machines spoke for the sheeples. In either case it's not a comforting thought. more...
;425;28.02.2016;Emmett;The sheeples have spoken or either the notoriously rigged Diebold voting machines spoke for the sheeples. In either case it's not a comforting thought.;;
;426;28.02.2016;seb o;Do you really think these are free and honest elections? If Killary uses her superdelegates to win the nominee, do you really believe they dont have a plan for beating Trump?;Enyalion;Actually, I'd kind of like to see the Witch win.  Indications seem to be that Trump will be the Repugnacan nominee and that Clinton would lose to him.  This would accelerate the demise of the empire - a positive for all the world. more...
;427;28.02.2016;seb o;How ever f0cked up having Biff Tannen run the White House is, I am going to have to agree with you on this;only1;If submissive cuckold warmonger Killary wins, it`s goodbye to the world. I prefer Trump over Killary every day of the week. more...
;428;28.02.2016;Gordon DeBaker;It is now abundantly clear that the next US president will be chosen on the basis of racial bias, just as it has been since 2008.That is a measure of how pathetically focused on race this nation has become to the exclusion of all other considerations.And we will continue to slide downwards economically as a result of it.;;
;429;28.02.2016;evolvingearth;It appears, if you are a War Criminal and murderer, but have money and influence you can become a politician in the US.  You just have to be born into the Bush & Clinton Crime Syndicate.Look at how many whistleblowers Hillary ordered to be killed,  read the Clinton Body Count at sott net.;;
;430;28.02.2016;Klaas Komvaak;All scripted with bad actors;;
;431;28.02.2016;brian scrocca;You seem to have things mixed up a bit. Govt vs People are two different things. Trump for President 2016;talas attila;Hillary is Hillarious. But then again...the entire US is.  Most people in US can't afford college education, buying a home or even paying for being saved in case they have an accident. These things are normal affordable or even free things in Europe or even Russia, yet US citizens think that they are the most powerful nation. What a joke :D more...
;432;28.02.2016;brian scrocca;You have that backwards.;Enyalion;Actually, I'd kind of like to see the Witch win.  Indications seem to be that Trump will be the Repugnacan nominee and that Clinton would lose to him.  This would accelerate the demise of the empire - a positive for all the world. more...
;433;28.02.2016;brian scrocca;The sheeple have spoken. Washington DC is their leader.;;
;434;28.02.2016;only1;If submissive cuckold warmonger Killary wins, it`s goodbye to the world. I prefer Trump over Killary every day of the week.;;
;435;28.02.2016;Enyalion;Actually, I'd kind of like to see the Witch win.  Indications seem to be that Trump will be the Repugnacan nominee and that Clinton would lose to him.  This would accelerate the demise of the empire - a positive for all the world.;;
;436;28.02.2016;SchwarzWeiss;Absofkinglutely!   Too many idiots vote in the US.  :-(;Ivy Sulendread;"I don't want the member of the Synagogue of Satan, Sanders to win either, but the fact that the murderess Clinton is running for President rather than sitting in a holding cell or on death row speaks volumes about America's rotten condition.  When someone's reason for voting for a person is because ""she can be the first woman president"", they shouldn't be voting at all. more..."
;437;28.02.2016;Ivy Sulendread;"I don't want the member of the Synagogue of Satan, Sanders to win either, but the fact that the murderess Clinton is running for President rather than sitting in a holding cell or on death row speaks volumes about America's rotten condition.  When someone's reason for voting for a person is because ""she can be the first woman president"", they shouldn't be voting at all.";;
;438;28.02.2016;Pigeater;US Black political Leaders are fed with Wallstreet money . .. That is why they tell to the US Blacks to vote for Klingons :))Same way ISIS is fed with Saudi Money orKadyrov with Kremlin money :)));;
;439;28.02.2016;Pigeater;Funny to watch  Anderson Cooper on CNN - Grandson of Billionaire Cornelius Vanderbilt preaching for Killary Klingon and Democracy :))I feel privileged :);;
;440;28.02.2016;talas attila;Indeed :D Holy s hit how evil it sounds the way you say it! But yeah you are right. They do have a choice. Here the hospitals save our entire hand for free without ever giving us a choice! How dare they do that to us!;;
;441;28.02.2016;Pigeater;How Stupid and Desperate you are when from 360 million Americans for 30 years you are rotating Bushmen clan with Klingon clan .......(Obama is a kid of People behind Klingons clan - He was grown up strictly by Whities - nothing much with to do with Afro-Americans except the skin);;
;442;28.02.2016;talas attila;Hillary is Hillarious. But then again...the entire US is.  Most people in US can't afford college education, buying a home or even paying for being saved in case they have an accident. These things are normal affordable or even free things in Europe or even Russia, yet US citizens think that they are the most powerful nation. What a joke :D;;
;443;28.02.2016;Bobby S;Angela Merkel twin before the final collapse of America.;;
;444;28.02.2016;Vince Vega;Hillary is not one of those.;;
;445;28.02.2016;Sam Sam;One for the war monger and mafia queen.This probes only one thing American are zombies.;;
;446;28.02.2016;John Richards;Witch.;;
;447;28.02.2016;Dunbal;They like lying criminal multimulionaires who think they're above the law in that state, obviously.;;
;448;28.02.2016;Zachary Royall;It will be Trump/Hillary and Hillary will win. It's all rigged and set up to go this route.;;
;449;28.02.2016;Larry Burks;Exactly, most go into office with good intentions, then once in, they find out how little power they actually do have. Ike warned us, but we failed to listen...;Vince Vega;Obama was much more peace talking before the first election. And in the beginning of the first term. But the military industry complex got the better of him. The last year he's just a talking doll articulating the corporate script. more...
;450;28.02.2016;Larry Burks;"Why is she even allowed to run??? She is guilty of treason. Arrest her now, or show the public the justice system really is a ""equal justice for all those who can afford it""...";;
;451;28.02.2016;DeeDee Denise;"H!tler ran a successful campaign...he was mentally ill. Or, do you think he was of ""sound mind.""";Harrison Deckard;I highly doubt anyone could carry a serious mental illness and run a successful campaign for presidency. I know your remarks are only meant to inflame, and if that's the kind of voter that is indicative of a Sanders supporter, then well, God help us. more...
;452;28.02.2016;Vince Vega;Obama was much more peace talking before the first election. And in the beginning of the first term. But the military industry complex got the better of him. The last year he's just a talking doll articulating the corporate script.;;
;453;28.02.2016;DeeDee Denise;But Clinton doesn't?....Amurica needs serious help!;;
;454;28.02.2016;Vince Vega;Actually it's too close to be credible. Then all the prez elections are like 52%-48% it's something fishy going on here. And indeed the debates differ not from idiotic shows. Same music, same cheering, same presentation.;Anuva;The corruption in washington will ultimately drive the proven war criminal to the presidency. There's really nothing much that can be done democratically.... Even the Carter Foundation have stated that the US has no functioning democracy. All that is going on now is more soap opera, an exercise to engage the population and convince everybody that the voters made the nominations in a hard fought, close call. more...
;455;28.02.2016;DeeDee Denise;Yeah, but Trump is not a warmonger!;John Connaughton;Wrong, both of you! However, the larger problem right now is when you consider the alternative. Which is Donald Trump. There is no way to tell what that spoiled brat will do when somebody finally tells him 'no,' and he is armed with all the weapons of the USA. Like her or not, the devil you know may well be better than the one you don't. more...
